2025-4-7 09:51:40-debug: start **** info
2025-4-7 09:51:40-log: Cannot access game frame or container.
2025-4-7 09:51:40-debug: asset-db:require-engine-code (771ms)
2025-4-7 09:51:40-log: meshopt wasm decoder initialized
2025-4-7 09:51:40-log: [box2d]:box2d wasm lib loaded.
2025-4-7 09:51:40-log: [bullet]:bullet wasm lib loaded.
2025-4-7 09:51:41-log: Cocos Creator v3.8.4
2025-4-7 09:51:41-log: Using legacy pipeline
2025-4-7 09:51:41-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:28.98MB, end 81.35MB, increase: 52.37MB
2025-4-7 09:51:42-debug: [Assets Memory track]: asset-db-plugin-register: builder start:85.75MB, end 170.74MB, increase: 84.99MB
2025-4-7 09:51:41-debug: [Assets Memory track]: asset-db-plugin-register: programming start:82.20MB, end 85.72MB, increase: 3.53MB
2025-4-7 09:51:41-log: Forward render pipeline initialized.
2025-4-7 09:51:42-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:81.37MB, end 174.14MB, increase: 92.77MB
2025-4-7 09:51:42-debug: [Assets Memory track]: asset-db-plugin-register: project start:82.07MB, end 174.11MB, increase: 92.04MB
2025-4-7 09:51:42-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:170.97MB, end 174.04MB, increase: 3.07MB
2025-4-7 09:51:42-debug: run package(cocos-service) handler(enable) start
2025-4-7 09:51:42-debug: run package(cocos-service) handler(enable) success!
2025-4-7 09:51:42-debug: run package(placeholder) handler(enable) start
2025-4-7 09:51:42-debug: run package(im-plugin) handler(enable) start
2025-4-7 09:51:42-debug: run package(im-plugin) handler(enable) success!
2025-4-7 09:51:42-debug: run package(placeholder) handler(enable) success!
2025-4-7 09:51:42-debug: asset-db:worker-init: initPlugin (1311ms)
2025-4-7 09:51:42-debug: [Assets Memory track]: asset-db:worker-init start:28.98MB, end 169.66MB, increase: 140.68MB
2025-4-7 09:51:42-debug: Run asset db hook programming:beforePreStart ...
2025-4-7 09:51:42-debug: Run asset db hook programming:beforePreStart success!
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\chunksbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\default-terrainbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: Run asset db hook engine-extends:beforePreStart success!
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\default_cubemapbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\default_file_contentbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: Run asset db hook engine-extends:beforePreStart ...
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\default_fontsbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\default_renderpipelinebackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\default_prefabbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\default_materialsbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\default_skyboxbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\default_uibackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\dependenciesbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\gizmobackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\effectsbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\toolsbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\physicsbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: asset-db:worker-init (2572ms)
2025-4-7 09:51:42-debug: asset-db-hook-programming-beforePreStart (53ms)
2025-4-7 09:51:42-debug: asset-db-hook-engine-extends-beforePreStart (52ms)
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\chunks\builtinbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\chunks\commonbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\chunks\lighting-modelsbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\chunks\post-processbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\chunks\legacybackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\chunks\shading-entriesbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\chunks\surfacesbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\default_file_content\animation-graphbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\default_file_content\animation-graph-variantbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\default_file_content\animation-clipbackground: #aaff85; color: #000;color: #000;
2025-4-7 09:51:42-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.4\resources\resources\3d\engine\editor\assets\default_file_content\animation-maskbackground: #aaff85; color: #000;color: #000;
